episode_token,family,label,real_actions,real_heavy_ops
4605135564415440709,TOOL_SEQUENCE,TSEQ3,100,100
6082206686455140597,TOOL_SEQUENCE,TSEQ4,100,100
322603237761571607,TOOL_SEQUENCE,TSEQ2,100,100
280432441014009905,TOOL_SEQUENCE,TSEQ3,100,100
3127764682933142421,TOOL_SEQUENCE,TSEQ1,100,100
1580682322714430121,TOOL_SEQUENCE,TSEQ2,100,100
3158380735631289581,TOOL_SEQUENCE,TSEQ2,100,100
4200182988363159605,TOOL_SEQUENCE,TSEQ4,100,100
3382080373974282691,TOOL_SEQUENCE,TSEQ2,100,100
2410501781150915491,TOOL_SEQUENCE,TSEQ1,100,100
5431844939437834597,TOOL_SEQUENCE,TSEQ0,100,100
1576610792288943401,TOOL_SEQUENCE,TSEQ3,100,100
4851184752758298125,TOOL_SEQUENCE,TSEQ3,100,100
6771601717051275235,TOOL_SEQUENCE,TSEQ2,100,100
8155288554591381853,TOOL_SEQUENCE,TSEQ1,100,100
2225477747090116773,TOOL_SEQUENCE,TSEQ0,100,100
3176512459908541587,TOOL_SEQUENCE,TSEQ1,100,100
5032790306298561071,TOOL_SEQUENCE,TSEQ1,100,100
2578226531491434169,TOOL_SEQUENCE,TSEQ2,100,100
1875413087087463183,TOOL_SEQUENCE,TSEQ0,100,100
4732998747377022107,TOOL_SEQUENCE,TSEQ4,100,100
7025814112080293539,TOOL_SEQUENCE,TSEQ4,100,100
3231838792882266787,TOOL_SEQUENCE,TSEQ4,100,100
7803470824831567175,TOOL_SEQUENCE,TSEQ3,100,100
589482430233028971,TOOL_SEQUENCE,TSEQ0,100,100
6728889749125577035,TOOL_SEQUENCE,TSEQ0,100,100
3647639701459947649,TOOL_SEQUENCE,TSEQ1,100,100
2469634265331045885,TOOL_SEQUENCE,TSEQ0,100,100
950346366388339069,TOOL_SEQUENCE,TSEQ4,100,100
3430654199165526267,TOOL_SEQUENCE,TSEQ3,100,100
