operation_id,selected_agent_id,descriptor_authenticated_from_real_pir,descriptor_schema,catalog_epoch,action_kind,private_route_handle,effect_semantics,provider_calls,result_round,delivery_ledger_state,lifecycle_stages,all_required_stages,framework_delivered,pass
functional-100-0016,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-nonidem,NON_IDEMPOTENT_EFFECT,1,15,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0017,10,True,AgentDescriptorV7/7,20260829,REAL_EXTERNAL_HTTP,route-external-local,READ_ONLY,1,14,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0021,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-read,READ_ONLY,1,16,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0022,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-idem,IDEMPOTENT_EFFECT,1,17,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0023,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-nonidem,NON_IDEMPOTENT_EFFECT,1,18,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0024,10,True,AgentDescriptorV7/7,20260829,REAL_EXTERNAL_HTTP,route-external-local,READ_ONLY,1,19,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0028,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-read,READ_ONLY,1,20,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0029,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-idem,IDEMPOTENT_EFFECT,1,21,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0030,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-nonidem,NON_IDEMPOTENT_EFFECT,1,23,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0031,10,True,AgentDescriptorV7/7,20260829,REAL_EXTERNAL_HTTP,route-external-local,READ_ONLY,1,22,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0035,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-read,READ_ONLY,1,24,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0036,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-idem,IDEMPOTENT_EFFECT,1,25,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0037,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-nonidem,NON_IDEMPOTENT_EFFECT,1,27,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0038,10,True,AgentDescriptorV7/7,20260829,REAL_EXTERNAL_HTTP,route-external-local,READ_ONLY,1,26,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0042,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-read,READ_ONLY,1,28,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0043,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-idem,IDEMPOTENT_EFFECT,1,29,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0044,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-nonidem,NON_IDEMPOTENT_EFFECT,1,30,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0045,10,True,AgentDescriptorV7/7,20260829,REAL_EXTERNAL_HTTP,route-external-local,READ_ONLY,1,31,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0049,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-read,READ_ONLY,1,32,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0050,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-idem,IDEMPOTENT_EFFECT,1,33,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0051,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-nonidem,NON_IDEMPOTENT_EFFECT,1,34,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0052,10,True,AgentDescriptorV7/7,20260829,REAL_EXTERNAL_HTTP,route-external-local,READ_ONLY,1,35,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0056,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-read,READ_ONLY,1,36,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0057,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-idem,IDEMPOTENT_EFFECT,1,37,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0058,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-nonidem,NON_IDEMPOTENT_EFFECT,1,38,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0059,10,True,AgentDescriptorV7/7,20260829,REAL_EXTERNAL_HTTP,route-external-local,READ_ONLY,1,39,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0063,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-read,READ_ONLY,1,40,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0064,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-idem,IDEMPOTENT_EFFECT,1,41,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0065,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-nonidem,NON_IDEMPOTENT_EFFECT,1,42,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0066,10,True,AgentDescriptorV7/7,20260829,REAL_EXTERNAL_HTTP,route-external-local,READ_ONLY,1,43,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0070,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-read,READ_ONLY,1,44,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0071,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-idem,IDEMPOTENT_EFFECT,1,45,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0072,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-nonidem,NON_IDEMPOTENT_EFFECT,1,46,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0073,10,True,AgentDescriptorV7/7,20260829,REAL_EXTERNAL_HTTP,route-external-local,READ_ONLY,1,47,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0077,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-read,READ_ONLY,1,48,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0078,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-idem,IDEMPOTENT_EFFECT,1,49,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0079,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-nonidem,NON_IDEMPOTENT_EFFECT,1,50,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0080,10,True,AgentDescriptorV7/7,20260829,REAL_EXTERNAL_HTTP,route-external-local,READ_ONLY,1,51,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0084,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-read,READ_ONLY,1,52,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0085,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-idem,IDEMPOTENT_EFFECT,1,53,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0086,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-nonidem,NON_IDEMPOTENT_EFFECT,1,54,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0087,10,True,AgentDescriptorV7/7,20260829,REAL_EXTERNAL_HTTP,route-external-local,READ_ONLY,1,55,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0091,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-read,READ_ONLY,1,56,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0092,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-idem,IDEMPOTENT_EFFECT,1,57,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0093,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-nonidem,NON_IDEMPOTENT_EFFECT,1,58,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0094,10,True,AgentDescriptorV7/7,20260829,REAL_EXTERNAL_HTTP,route-external-local,READ_ONLY,1,59,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0098,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-read,READ_ONLY,1,60,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
functional-100-0099,10,True,AgentDescriptorV7/7,20260829,REAL_TOOL,route-tool-idem,IDEMPOTENT_EFFECT,1,61,FRAMEWORK_DELIVERED,ACCEPTED|CLIENT_BHTTP_DECODED|GATEWAY_DELIVERY_ACK_DURABLE|PROVIDER_CALL_BEGIN|PROVIDER_STARTED_DURABLE|READY_PUBLISHED|RESULT_COMMITTED,True,True,True
