episode_token,family,label,real_actions,real_heavy_ops
1544383798598302639,LATENCY_MATRIX,MEDIUM,1,1
4413033209022312141,LATENCY_MATRIX,MEDIUM,1,1
2196578104066978383,LATENCY_MATRIX,SLOW,1,1
7095336711600905583,LATENCY_MATRIX,SLOW,1,1
109778905298179885,LATENCY_MATRIX,FAST,1,1
4709207920203155005,LATENCY_MATRIX,JITTERED,1,1
4539968133426432623,LATENCY_MATRIX,JITTERED,1,1
291532424696495039,LATENCY_MATRIX,VERY_SLOW,1,1
9180442170082182659,LATENCY_MATRIX,FAST,1,1
1810061204099124197,LATENCY_MATRIX,VERY_SLOW,1,1
7065310734018093511,LATENCY_MATRIX,SLOW,1,1
7961763463899758299,LATENCY_MATRIX,MEDIUM,1,1
6817292213636893881,LATENCY_MATRIX,FAST,1,1
2535806816270193653,LATENCY_MATRIX,VERY_SLOW,1,1
718943962688109191,LATENCY_MATRIX,JITTERED,1,1
