causal,dummy_heavy_ops,dynamic_pir,error,framework,group,iteration,logical_actions,passed,profile_id,profile_overflow,public_sessions,resolved_not_admitted,rounds,schedule_misses,semantic_equal,silent_committed_result_loss,workflow
True,0,True,,OpenAI Agents SDK,TOOL_TO_TOOL,18,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_TOOL,19,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_TOOL,20,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_TOOL,21,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_TOOL,22,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_TOOL,23,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_TOOL,24,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_TOOL,25,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_TOOL,26,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_TOOL,27,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_TOOL,28,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_TOOL,29,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,0,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,1,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,2,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,3,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,4,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,5,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,6,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,7,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,8,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,9,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,10,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,11,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,12,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,13,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,14,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,15,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,16,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,17,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,18,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,19,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,20,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,21,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,22,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,23,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,24,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,25,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,26,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,27,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,28,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_AGENT_AS_TOOL,29,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,0,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,1,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,2,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,3,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,4,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,5,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,6,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,7,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,8,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,9,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,10,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,11,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,12,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,13,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,14,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,15,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,16,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,17,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,18,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,19,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,20,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,21,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,22,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,23,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,24,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,25,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,26,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,27,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,28,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,AGENT_AS_TOOL_TO_TOOL,29,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,AGENT_AS_TOOL_TO_TOOL
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,0,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,1,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,2,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,3,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,4,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,5,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,6,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,7,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,8,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,9,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,10,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,11,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,12,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,13,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,14,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,15,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,16,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,17,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,18,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,19,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,20,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,21,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,22,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,23,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,24,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,25,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,26,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,27,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,28,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,OpenAI Agents SDK,TOOL_TO_HANDOFF,29,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_HANDOFF
True,0,True,,Microsoft Agent Framework,MICROSOFT_TOOL_TO_AGENT_AS_TOOL,0,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,Microsoft Agent Framework,MICROSOFT_TOOL_TO_AGENT_AS_TOOL,1,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,Microsoft Agent Framework,MICROSOFT_TOOL_TO_AGENT_AS_TOOL,2,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,Microsoft Agent Framework,MICROSOFT_TOOL_TO_AGENT_AS_TOOL,3,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,Microsoft Agent Framework,MICROSOFT_TOOL_TO_AGENT_AS_TOOL,4,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,Microsoft Agent Framework,MICROSOFT_TOOL_TO_AGENT_AS_TOOL,5,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,Microsoft Agent Framework,MICROSOFT_TOOL_TO_AGENT_AS_TOOL,6,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,Microsoft Agent Framework,MICROSOFT_TOOL_TO_AGENT_AS_TOOL,7,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,Microsoft Agent Framework,MICROSOFT_TOOL_TO_AGENT_AS_TOOL,8,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,Microsoft Agent Framework,MICROSOFT_TOOL_TO_AGENT_AS_TOOL,9,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,Microsoft Agent Framework,MICROSOFT_TOOL_TO_AGENT_AS_TOOL,10,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,Microsoft Agent Framework,MICROSOFT_TOOL_TO_AGENT_AS_TOOL,11,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,Microsoft Agent Framework,MICROSOFT_TOOL_TO_AGENT_AS_TOOL,12,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,Microsoft Agent Framework,MICROSOFT_TOOL_TO_AGENT_AS_TOOL,13,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
True,0,True,,Microsoft Agent Framework,MICROSOFT_TOOL_TO_AGENT_AS_TOOL,14,2,True,V11_4-STRICT-ONLINE-H50-H3000-P10,0,1,0,356,0,True,0,TOOL_TO_AGENT_AS_TOOL
